uid,object_id,seen,description
4b6964d8-1952-482c-a693-7f29923258c8,8,yes,screw/nut
4b6964d8-1952-482c-a693-7f29923258c8,25,no,hotdog shaped object on top of a flat sphere 
4b6964d8-1952-482c-a693-7f29923258c8,11,no,diamond shaped object with 4 speheres attached to the slant area of the diamond 
4b6964d8-1952-482c-a693-7f29923258c8,26,no,shpere with 3 smaller spheres attached with 3 bigger spehere attached to the smaller ones 
4b6964d8-1952-482c-a693-7f29923258c8,1,no,half dome shape with a base on the bottom and a oval going through the base 
4b6964d8-1952-482c-a693-7f29923258c8,29,no,ring with 2 cubes attached to the sides of the ring and a cube with a pyramid attached on top of the ring.
4b6964d8-1952-482c-a693-7f29923258c8,19,yes,ab roller machine
5c33b339-f99d-4864-8f53-c6e874e6ce5d,25,yes,hammer
5c33b339-f99d-4864-8f53-c6e874e6ce5d,16,yes,dumbell
5c33b339-f99d-4864-8f53-c6e874e6ce5d,6,no,A hollow cylindrical shape with a yellow cube like object on top with a brown pyramid object on top of that. 
5c33b339-f99d-4864-8f53-c6e874e6ce5d,23,no,A triangular shape in the middle with rectangular prisims on each side 
5c33b339-f99d-4864-8f53-c6e874e6ce5d,22,no,"A green ""X"" shaped object with four spherical purple shapes on each end "
5c33b339-f99d-4864-8f53-c6e874e6ce5d,20,no,A red cone like object with four tan knob like objects attached on each side 
5c33b339-f99d-4864-8f53-c6e874e6ce5d,2,yes,pacifier 
5c33b339-f99d-4864-8f53-c6e874e6ce5d,13,no,a blue object with two purple triangular objects on two sides and two green spherical objects on top
5c33b339-f99d-4864-8f53-c6e874e6ce5d,11,no, A star shaped figure with four points. With two dark blue square objects on the front and back. It also has four light blue spherical objects
5c33b339-f99d-4864-8f53-c6e874e6ce5d,15,yes,flower
5c33b339-f99d-4864-8f53-c6e874e6ce5d,1,yes,rainbow
5c33b339-f99d-4864-8f53-c6e874e6ce5d,21,no,A blue shape with rounded edges with two yellow rectangular shapes on the front and back 
5c33b339-f99d-4864-8f53-c6e874e6ce5d,24,yes,skateboard wheel
5c33b339-f99d-4864-8f53-c6e874e6ce5d,17,no,A green base with three pointed yellow objects on top 
5c33b339-f99d-4864-8f53-c6e874e6ce5d,9,yes,house
5c33b339-f99d-4864-8f53-c6e874e6ce5d,19,no,"A yellow cylindrical base with a larger blue shape on top, followed by a purple cylindrical shape and then the blue and yellow shape again"
5c33b339-f99d-4864-8f53-c6e874e6ce5d,4,no,Three purple blocks with a green cylinder attaching the two bottom blocks. The top block has two purple cylindrical shapes on the front and back 
5c33b339-f99d-4864-8f53-c6e874e6ce5d,10,yes,robot
5c33b339-f99d-4864-8f53-c6e874e6ce5d,5,no,A blue rounded base with a yellow cone like structure on top followed by an orange cone structure. 
5c33b339-f99d-4864-8f53-c6e874e6ce5d,30,yes,clover
5c33b339-f99d-4864-8f53-c6e874e6ce5d,18,no,Two orange odd shaped on the top and bottom separated by two blue odd shaped objects 
5c33b339-f99d-4864-8f53-c6e874e6ce5d,14,no,three rectangular objects spaced out with a tan large object on top and a purple object that looks like a canoe on the top
5c33b339-f99d-4864-8f53-c6e874e6ce5d,3,no,Purple odd shaped object with three purple triangles in the front and a yellow object in front of that
5c33b339-f99d-4864-8f53-c6e874e6ce5d,26,yes,hand held massaging device
5c33b339-f99d-4864-8f53-c6e874e6ce5d,7,yes,bird
5c33b339-f99d-4864-8f53-c6e874e6ce5d,8,no,wrench
5c33b339-f99d-4864-8f53-c6e874e6ce5d,28,no,Two green half circle objects sandwiching two purple blocks 
5c33b339-f99d-4864-8f53-c6e874e6ce5d,27,no,a red base with a purple object on top with two grey objects sticking out. 
5c33b339-f99d-4864-8f53-c6e874e6ce5d,29,yes,baby toy 
5c33b339-f99d-4864-8f53-c6e874e6ce5d,12,no,A yellow ball with a red egg on top with two green half rings connecting the two 
865509ca-ab60-4f98-ae95-f24a6734e161,2,no,two spheres (one up one down) and a rectangular shape of thing connecting the 2 spheres. with two larger ones covering the top
865509ca-ab60-4f98-ae95-f24a6734e161,8,yes,It is like a mailbox 
865509ca-ab60-4f98-ae95-f24a6734e161,3,no,one 3d octagon shape with a smaller one at the button of it 
865509ca-ab60-4f98-ae95-f24a6734e161,22,yes,some type of workout equipment in the gym (probably the one used for training the arm strength) 
865509ca-ab60-4f98-ae95-f24a6734e161,13,no,one 3d trapezium shape with 2 half spheres on the top of it 
865509ca-ab60-4f98-ae95-f24a6734e161,7,yes,scarecrow in farms
865509ca-ab60-4f98-ae95-f24a6734e161,24,yes, rolling pin (used for cooking or making bread)
865509ca-ab60-4f98-ae95-f24a6734e161,20,no,one rocket like center with four spheres sticking at the side 
865509ca-ab60-4f98-ae95-f24a6734e161,11,no,"one star like shape with rectangular shape objects at the button and top, and 4 half spheres at the side "
865509ca-ab60-4f98-ae95-f24a6734e161,27,yes,some type of sort/cutting equipment (for repairing or fixing things) 
865509ca-ab60-4f98-ae95-f24a6734e161,18,no,one center 3d rectangular object with a cushion type of thing in the middle 
865509ca-ab60-4f98-ae95-f24a6734e161,30,yes,doll that is dressed up 
865509ca-ab60-4f98-ae95-f24a6734e161,16,yes,stress reliever in which you squeeze it and relieve your stress
865509ca-ab60-4f98-ae95-f24a6734e161,29,yes,locker (could be for a bicycle or scooter)
865509ca-ab60-4f98-ae95-f24a6734e161,4,no,3 3d rectangular shape objects with a little bridge connecting the lower 2 
865509ca-ab60-4f98-ae95-f24a6734e161,14,yes,factory house / storage place 
865509ca-ab60-4f98-ae95-f24a6734e161,28,no,one cylinder that was cut into half and 2 3-d rectangular shapes of objects was put between them 
865509ca-ab60-4f98-ae95-f24a6734e161,25,yes,hammer
865509ca-ab60-4f98-ae95-f24a6734e161,15,yes,snowflake 
865509ca-ab60-4f98-ae95-f24a6734e161,9,yes,house
865509ca-ab60-4f98-ae95-f24a6734e161,5,yes,lighthouse
865509ca-ab60-4f98-ae95-f24a6734e161,6,yes,magnet
865509ca-ab60-4f98-ae95-f24a6734e161,21,yes,an x-shape iron that is used to stabilize some parts of the objects (eg. used when building a house) 
865509ca-ab60-4f98-ae95-f24a6734e161,23,no,a 3-d triangular shape of object with 3 rectangular boxes on each side 
865509ca-ab60-4f98-ae95-f24a6734e161,26,yes,key chain decoration
865509ca-ab60-4f98-ae95-f24a6734e161,19,yes,top
865509ca-ab60-4f98-ae95-f24a6734e161,10,yes,fire hydrant
865509ca-ab60-4f98-ae95-f24a6734e161,17,yes,signal tower (the receiver part) 
865509ca-ab60-4f98-ae95-f24a6734e161,12,no,"one elliptical sphere and one sphere, with 2 small objects connecting the two on each side "
865509ca-ab60-4f98-ae95-f24a6734e161,1,yes,mushroom
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,16,yes,dumbbell
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,26,no,game character
6a756504-920a-4532-9218-e70337b12516,23,no,purple triangle with blue projections
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,3,no,gaming accessories
6a756504-920a-4532-9218-e70337b12516,25,yes,animated hammer
6a756504-920a-4532-9218-e70337b12516,6,no,funky recycle symbol
6a756504-920a-4532-9218-e70337b12516,9,no,looks like an animated version of a strange house
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,15,yes,air balloon with flower shape
6a756504-920a-4532-9218-e70337b12516,8,no,"akin to a lollipop, or a fancy popsicle"
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,28,yes,key ring
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,5,yes,light house
6a756504-920a-4532-9218-e70337b12516,7,no,a pear with a rod cutting through it
6a756504-920a-4532-9218-e70337b12516,11,yes,a funky star/snowflake. almost like the stars that tops a chritmas tree
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,22,yes,snake
6a756504-920a-4532-9218-e70337b12516,29,no,a ring with angular projections
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,9,yes,single family house
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,2,no,looks like dumbell
6a756504-920a-4532-9218-e70337b12516,10,no,looks like a knob with circular projections
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,25,yes,hammer
6a756504-920a-4532-9218-e70337b12516,1,no,a rainbow like shape atop a base
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,11,no,star shape candy
6a756504-920a-4532-9218-e70337b12516,24,yes,a ring hanging off of a string
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,29,yes,ring
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,14,yes,tollgate
6a756504-920a-4532-9218-e70337b12516,12,no,a spider with only one limb
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,30,no,advertisement ballon
6a756504-920a-4532-9218-e70337b12516,28,no,two tic tac shapes sandwiched in the middle of semicircles
6a756504-920a-4532-9218-e70337b12516,20,yes,a funky traffic cone
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,23,no,triangle and three squares
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,4,no,no idea
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,24,yes,exercise machine for core
6a756504-920a-4532-9218-e70337b12516,2,no,like a imbalanced dumbbell
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,18,yes,mint chocolate
6a756504-920a-4532-9218-e70337b12516,30,no,four clover leaves struck at perpendicular angles
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,10,yes,goblin weapon
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,21,yes,shield
6a756504-920a-4532-9218-e70337b12516,19,yes,an hourglass like object
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,13,yes,Pencil sharpening machine
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,20,yes,game machine
6a756504-920a-4532-9218-e70337b12516,15,yes,six cylindrical projections stuck in a star like shapes
6a756504-920a-4532-9218-e70337b12516,13,no,a funky stove top
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,19,yes,tanghuru
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,12,no,never seen it
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,7,yes,scarecrow
6a756504-920a-4532-9218-e70337b12516,3,no,hexigon with triangular shapes like a table sideways
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,8,yes,sign
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,17,no,mine
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,27,yes,character head
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,6,no,company logo
6a756504-920a-4532-9218-e70337b12516,4,no,three cubes stuck in a triangular shape
9af2eb58-60fb-4ea8-b20b-5cc3bb5b9e28,1,no,super mario mushroom
6a756504-920a-4532-9218-e70337b12516,5,yes,traffic cone
6a756504-920a-4532-9218-e70337b12516,21,yes,slice of bread with butter on both sides
6a756504-920a-4532-9218-e70337b12516,22,no,two swiggly lines stuck together
6a756504-920a-4532-9218-e70337b12516,27,yes,cable car on a cable
6a756504-920a-4532-9218-e70337b12516,26,no,sphere which three mini feet
6a756504-920a-4532-9218-e70337b12516,16,yes,dumbbell
6a756504-920a-4532-9218-e70337b12516,17,no,funky viking crown
6a756504-920a-4532-9218-e70337b12516,18,no,two objects linked perpendicularly 
6a756504-920a-4532-9218-e70337b12516,14,yes,bench
caab8554-fd8c-444f-9eca-02886c538f97,24,yes,wheel
caab8554-fd8c-444f-9eca-02886c538f97,16,yes,Dumbbell
caab8554-fd8c-444f-9eca-02886c538f97,6,no,It is a curved object with 2 other objects placed on it.
caab8554-fd8c-444f-9eca-02886c538f97,23,yes,A fun highlighter from Scholastic.
caab8554-fd8c-444f-9eca-02886c538f97,2,yes,A fire hydrant
caab8554-fd8c-444f-9eca-02886c538f97,22,no,"It looks like a 3-d ""X""."
caab8554-fd8c-444f-9eca-02886c538f97,10,yes,A cactus or a fire hydrant
caab8554-fd8c-444f-9eca-02886c538f97,1,yes,A mushroom
caab8554-fd8c-444f-9eca-02886c538f97,12,no,Looks like a 3-d oval and sphere connected with two handles on the side.
caab8554-fd8c-444f-9eca-02886c538f97,25,yes,A hammer
caab8554-fd8c-444f-9eca-02886c538f97,20,no,An unstable object with 4 pot-shaped objects attached to it.
caab8554-fd8c-444f-9eca-02886c538f97,7,yes,A tree with branches.
caab8554-fd8c-444f-9eca-02886c538f97,15,yes,The model of an atom. Or a virus.
caab8554-fd8c-444f-9eca-02886c538f97,29,yes,A baby's rattle toy.
caab8554-fd8c-444f-9eca-02886c538f97,27,no,Two pillars coming out of a bigger object stacked on top of a smaller object.
caab8554-fd8c-444f-9eca-02886c538f97,28,no,Looks like two Airpod cases sandwiched between two semi-circles (hemispheres?)
caab8554-fd8c-444f-9eca-02886c538f97,3,yes,A table
caab8554-fd8c-444f-9eca-02886c538f97,19,yes,A pillar/column in a building.
caab8554-fd8c-444f-9eca-02886c538f97,21,no,A bread-shaped object between two flat wide sticks.
caab8554-fd8c-444f-9eca-02886c538f97,30,yes,A flower
caab8554-fd8c-444f-9eca-02886c538f97,8,no,Looks like a bolt with a small extension on the bottom.
caab8554-fd8c-444f-9eca-02886c538f97,4,no,"3 cubes connected by edges, two w=of which are connected by a cylinder, and the third has a circular object attached to it."
caab8554-fd8c-444f-9eca-02886c538f97,5,no,Looks like an upside-down plate and two upside-down bowls stacked on top of each other.
caab8554-fd8c-444f-9eca-02886c538f97,18,no,A cuboid with a dent in it that has a flat triangular prism on either side.
caab8554-fd8c-444f-9eca-02886c538f97,26,no,3 squished spheres on 3 even more squished spheres attached to a single big sphere.
caab8554-fd8c-444f-9eca-02886c538f97,13,no,A triangular prism with smaller triangular prisms on either side and turtle-shell shaped objects on the top.
caab8554-fd8c-444f-9eca-02886c538f97,11,yes,The star blade that is thrown as part of a martial arts.
caab8554-fd8c-444f-9eca-02886c538f97,14,no,3 cuboids with a trapezium on top and a squished cylinder on top of that.
caab8554-fd8c-444f-9eca-02886c538f97,17,no,3 pot-shaped objects attached to another object with many faces.
caab8554-fd8c-444f-9eca-02886c538f97,9,no,"A cuboid under a triangular prism with a round top, with a flatter object of a similar shape attached to either side of it."
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,23,no,three rectangles with one triangle
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,27,yes,drone
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,18,no,not sure
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,6,no,It looks like a donut
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,8,no,A circle with a hole with a five-sided figure
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,28,no,Two squares are between a circle
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,9,yes,house
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,29,no,Tow squares and a circle with a hole.
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,3,yes,fish
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,10,yes,sculpture
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,11,no,It looks like a star
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,13,yes,vacuum cleaner
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,30,yes,flower
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,4,no,three squares; two of them are connected with a bar
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,14,yes,house
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,16,yes,dumbbell
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,21,yes,butterfly
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,17,yes,cactus
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,7,yes,bird
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,12,yes,water bottle
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,26,no,A big circle with three small circles
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,25,yes,dumbbell
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,2,yes,dumbbell
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,1,yes,mushroom
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,19,yes,dumbbell
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,22,yes,DNA
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,15,yes,flower
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,5,yes,bed light
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,24,yes,bug
cf771b64-c49f-4ce7-830c-3d7b7c3220e4,20,no,A cone with four circles
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,2,no,"Round, cylindrical, looks like a doorknob"
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,5,no,"Triangle, looks like a tower"
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,17,no,Looks like a stegosaurus
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,7,no,Looks like scarecrow and a pear combined
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,10,no,Looks like a alien
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,15,yes,"Looks like an atom, especially the one in the opening of the Big Bang Theory"
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,3,no,Looks like a pinwheel
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,16,no,Looks like those playground slide houses or a dog house
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,22,no,Looks like an X chromosome
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,23,no,Looks like magnets attracted to a triangle
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,28,no,Looks like two earpods between pacman
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,11,no,"Looks like a bacteria, or a star"
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,18,no,Shaped like a fortune cookie
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,13,no,Printing machine
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,30,no,Looks like a clover
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,9,yes,House
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,1,yes,Mushroom
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,12,no,Looks like those stone statue of old men on a island
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,29,no,Looks like a diamond ring but with unnecessary square parts added
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,20,yes,Fire hydrant
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,4,no,Kind of looks like a tank without wheels
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,8,no,Looks like a wand
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,25,no,Looks like a hammer
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,26,no,Looks like Kurby
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,14,no,Looks like a loaf of bread
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,21,no,Looks like an butterfly
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,27,no,Looks like a robot head
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,19,no,Looks like a rolling pin
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,24,no,Looks like a wheel with spikes sticking out
5bdc1fe1-8cae-4b72-ae5e-4f590eb3e74b,6,no,Looks like a a pacman
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,21,yes,Butterfly looking
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,5,yes,lamp
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,22,no,weird x
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,29,yes,ring
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,9,yes,house
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,8,yes,washer
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,30,no,four leaf clover
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,10,no,looks like a head with bumps on it
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,26,yes,massager
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,23,no,triangle with squares on the side
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,4,no,"3 square blocks, in a pyramid with a bar in the middle"
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,18,no,looks like 2 sets of lips at a right angle
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,14,yes,toothbrush
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,15,yes,star jacks
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,16,no,pentagons with a cube in the middle and some sort of ear shapes on the sides
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,13,no,triangular prism with 2 balls on the top and prisms on the sides
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,7,no,weird tree
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,11,no,3D concave diamond with balls on the sides and a rounded square in the middle
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,3,no,hexagonal prism with a hexagonal prism thats smaller in the middle and triangles beside it
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,25,yes,hammer
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,17,no,3 cones in a weirdly shaped prism thats flat on the bottom
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,12,no,2 ovals connected with 3 bent lines on the side
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,2,yes,pacifier
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,6,no,3/4 of a cheerio with a rounded pencil tip shape and a triangle stacked on top
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,20,no,cone shape with little cones on the sides
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,24,no,round wheel with 2 ears out the sides
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,27,no,hexagonal prism with a square on the bottom and 2 long diamond prisms
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,1,no,a rainbow on a rounded rectangular prism with a semi circle on each side
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,28,no,2 airpods cases in between 2 half circles
ef2612a2-3c7a-4cc8-845b-e6d1208e744f,19,yes,ring stacker that kids play with
5f393f78-a913-4062-9a5e-e2715594f0b0,18,no,"a squared-shape sponge-like shape inside, two triangles-shaped sponge-like shape outside"
5f393f78-a913-4062-9a5e-e2715594f0b0,24,yes,Knot/dumbbel
5f393f78-a913-4062-9a5e-e2715594f0b0,19,yes,tube/dumbell
5f393f78-a913-4062-9a5e-e2715594f0b0,6,yes,magnet
5f393f78-a913-4062-9a5e-e2715594f0b0,12,yes,cup
5f393f78-a913-4062-9a5e-e2715594f0b0,4,yes,podium/bridge
5f393f78-a913-4062-9a5e-e2715594f0b0,27,yes,fly/bug
5f393f78-a913-4062-9a5e-e2715594f0b0,15,yes,flower
5f393f78-a913-4062-9a5e-e2715594f0b0,10,yes,round-shaped hammer
5f393f78-a913-4062-9a5e-e2715594f0b0,11,yes,star/flower
5f393f78-a913-4062-9a5e-e2715594f0b0,30,yes,flower
5f393f78-a913-4062-9a5e-e2715594f0b0,16,yes,dumbells
5f393f78-a913-4062-9a5e-e2715594f0b0,23,no,"triangle shaped, on top of each side is a rectangle"
5f393f78-a913-4062-9a5e-e2715594f0b0,5,yes,toilet plunger
5f393f78-a913-4062-9a5e-e2715594f0b0,29,yes,diamond ring
5f393f78-a913-4062-9a5e-e2715594f0b0,1,yes,mushroom
5f393f78-a913-4062-9a5e-e2715594f0b0,3,yes,nail
5f393f78-a913-4062-9a5e-e2715594f0b0,7,yes,tree
5f393f78-a913-4062-9a5e-e2715594f0b0,21,yes,sponge
5f393f78-a913-4062-9a5e-e2715594f0b0,14,yes,brush
5f393f78-a913-4062-9a5e-e2715594f0b0,22,no,X like object
5f393f78-a913-4062-9a5e-e2715594f0b0,20,yes,icecream cone
5f393f78-a913-4062-9a5e-e2715594f0b0,8,yes,mailbox/lollipop
5f393f78-a913-4062-9a5e-e2715594f0b0,26,yes,cartoon characters/chemical particles
5f393f78-a913-4062-9a5e-e2715594f0b0,17,yes,cactus
5f393f78-a913-4062-9a5e-e2715594f0b0,25,yes,fire hydrant
5f393f78-a913-4062-9a5e-e2715594f0b0,2,yes,dumbbell
5f393f78-a913-4062-9a5e-e2715594f0b0,28,yes,"lips on the outside, teeth on the inside"
5f393f78-a913-4062-9a5e-e2715594f0b0,9,yes,house
5f393f78-a913-4062-9a5e-e2715594f0b0,13,yes,forest
42b4e737-fe14-4a61-bd09-047e8872a3dc,11,no,This object has a diamond shape with four half spheres protruding from its sides and rectangular prisms on its faces.
42b4e737-fe14-4a61-bd09-047e8872a3dc,8,no,"This object reminds me somewhat of a lollipop with the stick at the bottom of a cylinder, but there is a pentagon cut-out from the middle"
42b4e737-fe14-4a61-bd09-047e8872a3dc,29,no,"This object is in the shape of a ring, but there are two cubes attached to its band. "
42b4e737-fe14-4a61-bd09-047e8872a3dc,7,yes,This looks like a training dummy
42b4e737-fe14-4a61-bd09-047e8872a3dc,17,yes,This looks like a cartoon version of a mechanical device in a game
42b4e737-fe14-4a61-bd09-047e8872a3dc,23,no,This is a triangular prism with a smaller cutout of a triangular prism in the middle. It has rectangular prisms attached to each side of the triangle.
42b4e737-fe14-4a61-bd09-047e8872a3dc,3,yes,This looks like a present box with a decoration at the top 
42b4e737-fe14-4a61-bd09-047e8872a3dc,22,no,This looks like a very rounded X with spheres attached to each of its ends
42b4e737-fe14-4a61-bd09-047e8872a3dc,26,yes,This looks like a squeaky dog toy with three knobs for chewing
42b4e737-fe14-4a61-bd09-047e8872a3dc,30,no,This object looks like there are four hearts attached to each other at its bottom corner so that only the top 2/3 of each heart shows. Then there is a decorative design on the two sides. 
42b4e737-fe14-4a61-bd09-047e8872a3dc,10,yes,This looks somewhat like a cartoon-ish spaceship
42b4e737-fe14-4a61-bd09-047e8872a3dc,20,yes,This reminds me of a rotating sauce holder
42b4e737-fe14-4a61-bd09-047e8872a3dc,16,no,There are two pentagons of the same size attached to a smaller sized pentagon in the middle of it. There are two circular knobs attached to the outside faces of each pentagon
42b4e737-fe14-4a61-bd09-047e8872a3dc,2,yes,This reminds me of a rolling pin 
42b4e737-fe14-4a61-bd09-047e8872a3dc,9,no,The rectangular prism is the base and there is a triangular prism on top of it with the two faces going outwards (front and back). On the left and right sides of the triangular prism are rectangular prisms rounded at the top 
42b4e737-fe14-4a61-bd09-047e8872a3dc,9,no,The rectangular prism is the base and there is a triangular prism on top of it with the two faces going outwards (front and back). On the left and right sides of the triangular prism are rectangular prisms rounded at the top 
42b4e737-fe14-4a61-bd09-047e8872a3dc,13,yes,This looks like two game show buttons side by side 
42b4e737-fe14-4a61-bd09-047e8872a3dc,18,yes,This reminds me of a salt and pepper shaker holder 
42b4e737-fe14-4a61-bd09-047e8872a3dc,4,yes,This looks like the top bar in a playground slide with the circular knob at the top
42b4e737-fe14-4a61-bd09-047e8872a3dc,5,no,There is a circular base with a more narrow top and two caps on top that get increasingly larger 
42b4e737-fe14-4a61-bd09-047e8872a3dc,12,yes,This looks like an egg holder 
42b4e737-fe14-4a61-bd09-047e8872a3dc,25,yes,Hammer
42b4e737-fe14-4a61-bd09-047e8872a3dc,6,yes,This looks like a shopping cart wheel 
42b4e737-fe14-4a61-bd09-047e8872a3dc,21,yes,This looks like a napkin holder 
42b4e737-fe14-4a61-bd09-047e8872a3dc,14,yes,Farm animal brush 
42b4e737-fe14-4a61-bd09-047e8872a3dc,15,yes,Snowflake
42b4e737-fe14-4a61-bd09-047e8872a3dc,24,yes,Pigs in a blanket 
42b4e737-fe14-4a61-bd09-047e8872a3dc,27,yes,Wifi connector on a pc/computer
